id,user_id,deal_direction,deal_status,deal_time_mcs,symbol,price,requested_volume,profit,position_id,filled_volume,bid,ask
1549873,4,1,1,1665397986998,EUR/GBP,0.87578,50000,-1538.63,4380188,50000,0.87608,0.87609
1549874,4,1,1,1665397987013,EUR/NZD,1.73138,100000,8281.22,4380193,100000,1.73168,1.732
1549875,4,0,1,1665397987015,XAU/USD,1680.02,80000,-9288.0,4380191,80000,1679.95,1680.02
1549876,4,0,1,1665397987016,XAU/USD,1680.02,100000,-11360.0,4380192,100000,1679.95,1680.02
1549877,4,0,1,1665397987019,EUR/CAD,1.3322,50000,2363.08,4380208,50000,1.33181,1.3319
1549878,4,0,1,1665397987020,EUR/CAD,1.3322,50000,2363.08,4380214,50000,1.33181,1.3319
1549879,4,0,1,1665397987022,AUD/NZD,1.12736,100000,5717.5,4380194,100000,1.12694,1.12705
1549880,4,0,1,1665397987025,EUR/CAD,1.3322,50000,2366.72,4380211,50000,1.33181,1.3319
1549881,4,0,1,1665397987026,EUR/CAD,1.3322,50000,2384.92,4380209,50000,1.33181,1.3319
1549882,4,0,1,1665397987028,EUR/CAD,1.3322,50000,2370.36,4380210,50000,1.33181,1.3319
1549883,4,0,1,1665397987029,EUR/CAD,1.3322,50000,2366.72,4380212,50000,1.33181,1.3319
1549884,4,0,1,1665397987048,EUR/CAD,1.3322,50000,2352.15,4380213,50000,1.33181,1.3319
1549885,4,1,1,1665398005272,EUR/USD,0.7199,50000,-129755.0,4380204,50000,0.96988,0.96989
1549886,4,1,0,1665398199503,EUR/USD,0.71947,200,0.0,4380646,0,0.96946,0.96946
1549887,4,0,1,1665398202935,EUR/USD,0.71945,200,0.04,4380646,200,0.96946,0.96946
1549888,4,1,0,1665398252928,AUD/NZD,1.12668,200,0.0,4380648,0,1.12698,1.12709
1549889,4,1,0,1665398260029,AUD/NZD,1.12669,200,0.0,4380649,0,1.12698,1.12712
1549890,4,0,1,1665398324600,AUD/NZD,1.12742,200,-0.83,4380648,200,1.12701,1.12712
1549891,4,0,1,1665398325795,AUD/NZD,1.12742,200,-0.82,4380649,200,1.12701,1.12712
1549892,4,0,0,1665398393097,AUD/NZD,1.12739,200,0.0,4380652,0,1.12698,1.12709
1549893,4,1,1,1665401851310,AUD/NZD,1.12895,200,1.74,4380652,200,1.12924,1.1293
1549894,4,0,0,1665402569755,XAU/USD,1678.86,10000,0.0,4380653,0,1678.75,1678.86
1549895,4,0,0,1665402569773,XAU/USD,1678.86,10000,0.0,4380656,0,1678.75,1678.86
1549896,4,1,1,1665402691766,XAU/USD,1678.54,10000,-32.0,4380656,10000,1678.52,1678.63
1549897,4,1,1,1665402692385,XAU/USD,1678.52,10000,-34.0,4380653,10000,1678.52,1678.62
1549898,4,1,0,1665403900416,EUR/USD,0.71954,200,0.0,4380659,0,0.96955,0.96955
1549899,4,1,0,1665403914040,AUD/NZD,1.13017,200,0.0,4380660,0,1.13047,1.13051
1549900,4,0,1,1665404357060,EUR/USD,0.71981,200,-0.54,4380659,200,0.96983,0.96983
1549901,4,0,1,1665404358907,AUD/NZD,1.12995,200,0.25,4380660,200,1.1296,1.12965
1551438,5,1,1,1675261538371,EUR/USD,1.09047,10000,623.0,3445853,10000,1.09048,1.09049
1553138,1,2,0,1679397182354,,0.0,0,1000000.0,0,0,0.0,0.0
1553632,1,0,0,1679635388705,EUR/USD,1.08237,100,0.0,4393627,0,1.0817,1.08297
1553637,1,1,0,1679886353936,EUR/USD,1.07637,10000,0.0,4393632,0,1.07637,1.07643
1553638,1,0,1,1679886698412,EUR/USD,1.07628,10000,9.0,4393632,10000,1.07623,1.07628
1553639,1,1,1,1679886720746,EUR/USD,1.07627,100,-6.1,4393627,100,1.07628,1.07632
1553640,1,0,0,1679889789674,EUR/USD,1.07659,10000,0.0,4393640,0,1.07655,1.07659
1553641,1,1,1,1679896106493,EUR/USD,1.07738,10000,79.0,4393640,10000,1.07737,1.07743
1553642,1,0,0,1679896163236,EUR/USD,1.07738,10000,0.0,4393647,0,1.07734,1.07738
1553643,1,1,1,1679896202730,EUR/USD,1.07726,10000,-12.0,4393647,10000,1.07726,1.07732
1553644,1,1,0,1679901747063,EUR/USD,1.07651,10000,0.0,4393649,0,1.07651,1.07655
1553645,1,0,1,1679902081560,EUR/USD,1.07656,10000,-5.0,4393649,10000,1.07652,1.07656
1553646,1,0,0,1679902092155,EUR/USD,1.07655,10000,0.0,4393651,0,1.07652,1.07655
1553647,1,1,1,1679902103072,EUR/USD,1.07654,10000,-1.0,4393651,10000,1.07655,1.0766
1553648,1,0,0,1679907432768,EUR/USD,1.07661,10000,0.0,4393653,0,1.07657,1.07661
1553649,1,1,1,1679908325490,EUR/USD,1.0772,10000,59.0,4393653,10000,1.0772,1.07725
1553650,1,1,0,1679908351209,EUR/USD,1.07718,10000,0.0,4393655,0,1.07718,1.07724
1553651,1,0,1,1679908632628,EUR/USD,1.0766,10000,58.0,4393655,10000,1.07658,1.0766
1553652,1,0,0,1679911572025,EUR/USD,1.07596,10000,0.0,4393657,0,1.07589,1.07596
1554012,1,1,1,1681375264722,EUR/USD,1.09862,10000,2266.0,4393657,10000,1.09855,1.09873
1554287,3,2,0,1684332378216,,0.0,0,10000.0,0,0,0.0,0.0
1570412,3,2,0,1693396730705,,0.0,0,1000000000.0,0,0,0.0,0.0
1570465,3,2,0,1693408817251,,0.0,0,1000000000.0,0,0,0.0,0.0
1570472,3,2,0,1693408885206,,0.0,0,1000000000.0,0,0,0.0,0.0
1570479,3,2,0,1693408959954,,0.0,0,1000000000.0,0,0,0.0,0.0
1570525,3,2,0,1693483210923,,0.0,0,1000000000.0,0,0,0.0,0.0
1570533,3,2,0,1693483256832,,0.0,0,1000000000.0,0,0,0.0,0.0
1570657,3,2,0,1693556361851,,0.0,0,-2000000000.0,0,0,0.0,0.0
1570668,3,2,0,1693566719809,,0.0,0,1000000000.0,0,0,0.0,0.0
1570675,3,2,0,1693566780019,,0.0,0,1000000000.0,0,0,0.0,0.0
1570832,3,2,0,1694024341726,,0.0,0,1071740000.0,0,0,0.0,0.0
1570985,3,2,0,1694446200019,,0.0,0,1072760000.0,0,0,0.0,0.0
1571688,3,2,0,1694691373203,,0.0,0,0.0,0,0,0.0,0.0
1571708,3,2,0,1694691776512,,0.0,0,100000.0,0,0,0.0,0.0
1571911,3,2,0,1694702191390,,0.0,0,100000.0,0,0,0.0,0.0
1571975,3,2,0,1694773288562,,0.0,0,0.0,0,0,0.0,0.0
1571981,3,2,0,1694773594115,,0.0,0,100000.0,0,0,0.0,0.0
1571987,3,2,0,1694773807027,,0.0,0,100000.0,0,0,0.0,0.0
1571993,3,2,0,1694790904242,,0.0,0,100000.0,0,0,0.0,0.0
1572075,3,2,0,1695034359042,,0.0,0,0.0,0,0,0.0,0.0
1572089,3,2,0,1695036780517,,0.0,0,100000.0,0,0,0.0,0.0
1572208,3,2,0,1695041577579,,0.0,0,100000.0,0,0,0.0,0.0
1572299,3,2,0,1695055249946,,0.0,0,100000.0,0,0,0.0,0.0
1572306,3,2,0,1695055457125,,0.0,0,100000.0,0,0,0.0,0.0
1572434,3,2,0,1695071857828,,0.0,0,-100000.0,0,0,0.0,0.0
1572442,3,2,0,1695071884017,,0.0,0,-100000.0,0,0,0.0,0.0
1572450,3,2,0,1695108036630,,0.0,0,100000.0,0,0,0.0,0.0
1572500,3,2,0,1695133779448,,0.0,0,107146.0,0,0,0.0,0.0
1572508,3,2,0,1695135281340,,0.0,0,100000.0,0,0,0.0,0.0
1572516,3,2,0,1695135459418,,0.0,0,100000.0,0,0,0.0,0.0
1572524,3,2,0,1695135561855,,0.0,0,107000.0,0,0,0.0,0.0
1572537,3,2,0,1695141536240,,0.0,0,0.0,0,0,0.0,0.0
1572545,3,2,0,1695199152608,,0.0,0,106911.0,0,0,0.0,0.0
1572555,3,2,0,1695205728979,,0.0,0,0.0,0,0,0.0,0.0
1572563,3,2,0,1695205760753,,0.0,0,0.0,0,0,0.0,0.0
1572571,3,2,0,1695205924631,,0.0,0,0.0,0,0,0.0,0.0
1572579,3,2,0,1695207170591,,0.0,0,0.0,0,0,0.0,0.0
1572587,3,2,0,1695207343095,,0.0,0,100000.0,0,0,0.0,0.0
1572595,3,2,0,1695208963042,,0.0,0,106962.0,0,0,0.0,0.0
1572623,3,2,0,1695220946399,,0.0,0,100000.0,0,0,0.0,0.0
1572631,3,2,0,1695224713786,,0.0,0,107117.0,0,0,0.0,0.0
1572638,3,2,0,1695224754132,,0.0,0,107116.0,0,0,0.0,0.0
1572646,3,2,0,1695226349616,,0.0,0,100000.0,0,0,0.0,0.0
1572654,3,2,0,1695226670413,,0.0,0,100000.0,0,0,0.0,0.0
1572662,3,2,0,1695226745795,,0.0,0,100000.0,0,0,0.0,0.0
1572670,3,2,0,1695226814333,,0.0,0,100000.0,0,0,0.0,0.0
1572809,3,2,0,1695284423159,,0.0,0,0.0,0,0,0.0,0.0
1572824,3,2,0,1695295072586,,0.0,0,212704.0,0,0,0.0,0.0
1572832,3,2,0,1695295628797,,0.0,0,212704.0,0,0,0.0,0.0
1572840,3,2,0,1695296154052,,0.0,0,106352.0,0,0,0.0,0.0
1572848,3,2,0,1695297298946,,0.0,0,100000.0,0,0,0.0,0.0
1572856,3,2,0,1695297321724,,0.0,0,100000.0,0,0,0.0,0.0
1572868,3,2,0,1695300257198,,0.0,0,100000.0,0,0,0.0,0.0
1572876,3,2,0,1695300363986,,0.0,0,-200000.0,0,0,0.0,0.0
1572884,3,2,0,1695302760009,,0.0,0,100000.0,0,0,0.0,0.0
1572892,3,2,0,1695371760012,,0.0,0,100000.0,0,0,0.0,0.0
1573877,3,2,0,1696264122777,,0.0,0,105152.0,0,0,0.0,0.0
1573890,3,2,0,1696413177196,,0.0,0,104803.0,0,0,0.0,0.0
1574144,3,2,0,1696414636806,,0.0,0,0.0,0,0,0.0,0.0
1574174,3,2,0,1696418903566,,0.0,0,100000.0,0,0,0.0,0.0
1574183,3,2,0,1696418953428,,0.0,0,-100000.0,0,0,0.0,0.0
1574192,3,2,0,1696419454310,,0.0,0,-100000.0,0,0,0.0,0.0
1574441,3,2,0,1697020320117,,0.0,0,106013.0,0,0,0.0,0.0
1574704,3,2,0,1697028001075,,0.0,0,100000.0,0,0,0.0,0.0
1574934,3,2,0,1697803898590,,0.0,0,100000.0,0,0,0.0,0.0
1574979,3,2,0,1697814735300,,0.0,0,100000.0,0,0,0.0,0.0
1574990,3,2,0,1697815133110,,0.0,0,1000.0,0,0,0.0,0.0
1574998,3,2,0,1697815182319,,0.0,0,1000.0,0,0,0.0,0.0
1575009,3,2,0,1697815692532,,0.0,0,2000.0,0,0,0.0,0.0
1575016,3,2,0,1697815719046,,0.0,0,2000.0,0,0,0.0,0.0
1681036,2,2,0,1705327282583,,0.0,0,100000.0,0,0,0.0,0.0
1681072,2,0,0,1705396471306,XAU/USD,2049.45,10000,0.0,6025679,0,2049.26,2049.45
1681073,2,1,1,1705396496025,XAU/USD,2049.45,10000,0.0,6025679,10000,2049.45,2049.64
1681074,2,0,0,1705396502175,XAU/USD,2049.59,10000,0.0,6025681,0,2049.4,2049.59
1681075,2,1,0,1705396503072,XAU/USD,2049.37,10000,0.0,6025682,0,2049.37,2049.56
1681098,3,2,0,1705504679156,,0.0,0,108735.0,0,0,0.0,0.0
1681106,3,2,0,1705504732203,,0.0,0,0.0,0,0,0.0,0.0
1681114,3,2,0,1705505542227,,0.0,0,0.0,0,0,0.0,0.0
1681122,3,2,0,1705505719782,,0.0,0,0.0,0,0,0.0,0.0
1681130,3,2,0,1705506212381,,0.0,0,0.0,0,0,0.0,0.0
1681138,3,2,0,1705506494915,,0.0,0,108611.0,0,0,0.0,0.0
1681170,3,2,0,1705578635596,,0.0,0,100000.0,0,0,0.0,0.0
1681192,6,0,0,1705664440156,XAU/USD,2028.24,1,0.0,6025745,0,2028.08,2028.24
2068205,3,2,0,1714668812392,,0.0,0,106837.0,0,0,0.0,0.0
2068223,3,2,0,1714669074324,,0.0,0,106884.0,0,0,0.0,0.0
2068496,3,2,0,1715099725072,,0.0,0,12345.0,0,0,0.0,0.0
2068777,3,2,0,1715612587560,,0.0,0,100000.0,0,0,0.0,0.0
2069033,3,2,0,1715612711576,,0.0,0,100000.0,0,0,0.0,0.0
2069415,3,2,0,1715616907434,,0.0,0,100000.0,0,0,0.0,0.0
2069428,6,2,0,1715616913796,,0.0,0,0.01,0,0,0.0,0.0
2069430,2,2,0,1715616914203,,0.0,0,100.0,0,0,0.0,0.0
2069432,2,2,0,1715616914668,,0.0,0,100.0,0,0,0.0,0.0
2069766,3,2,0,1715621703994,,0.0,0,100000.0,0,0,0.0,0.0
2069782,6,2,0,1715621715616,,0.0,0,0.01,0,0,0.0,0.0
2069784,2,2,0,1715621717814,,0.0,0,100.0,0,0,0.0,0.0
2069788,2,2,0,1715621719375,,0.0,0,100.0,0,0,0.0,0.0
2070124,6,2,0,1715626270723,,0.0,0,0.01,0,0,0.0,0.0
2070128,2,2,0,1715626272037,,0.0,0,100.0,0,0,0.0,0.0
2070132,2,2,0,1715626272696,,0.0,0,100.0,0,0,0.0,0.0
2070150,3,2,0,1715626279120,,0.0,0,107927.0,0,0,0.0,0.0
